name_as_recorded,role,name_agr,source_authority_uri,instance_of,authorized_label,structured_value,ds_id,ds_qid
"Abyārī, ʻAbd al-Jawād ibn ʻAlī, active 17th century",scribe,ابياري، عبد الجواد بن علي، active 17th century,,human,ʻAbd al-Jawād ibn ʻAlī Abyārī,Q131690031,DSNAME7465,Q67751
"Accademia degli Humoristi (Rome, Italy)",author,,,organization,Accademia degli Umoristi,Q3603986,DSNAME5486,Q41931
"Accademia platonica (Florence, Italy)",author,,,organization,Platonic Academy,Q4579791,DSNAME833,Q3234
"Accademia platonica (Florence, Italy)",author,,http://id.loc.gov/authorities/names/n85068842,organization,Platonic Academy,Q4579791,DSNAME833,Q3234
Accademico Celestino Bistomago,author,,,human,Celestino Bistomago,Q130752110,DSNAME6962,Q55371
"Acciaioli, Donato, fra",former owner,,,human,Donato Acciaioli,Q1240697,DSNAME3627,Q40072
"Acciaiuoli, Donato, 1429-1478",author,,,human,Donato Acciaioli,Q1240697,DSNAME3627,Q40072
Acciaiuoli family,author,,,human,Acciaioli family,Q339067,DSNAME1593,Q8084
"According to a sixteenth-century Latin poem formerly pasted inside the manuscript’s upper cover, the volume was transferred in 1504 from the Benedictine abbey of St. Peter in Salzburg, to the Cistercian abbey of Raitenhaslach, Bavaria (founded 1143, suppressed in 1803)",former owner,,,organization;organization,St Peter's Archabbey Salzburg;Raitenhaslach Cistercian Abbey,Q675735;Q1775833,DSNAME513;DSNAME514,Q1677;Q1678
"According to a sixteenth-century Latin poem formerly pasted inside the manuscript’s upper cover, the volume was transferred in 1504 from the Benedictine abbey of St. Peter in Salzburg, to the Cistercian abbey of Raitenhaslach, Bavaria (founded 1143, suppressed in 1803);",former owner,,,organization;organization,St Peter's Archabbey Salzburg;Raitenhaslach Cistercian Abbey,Q675735;Q1775833,DSNAME513;DSNAME514,Q1677;Q1678
"According to a sixteenth-century Latin poem formerly pasted inside the manuscript’s upper cover, the volume was transferred in 1504 from the Benedictine abbey of St. Peter in Salzburg, to the Cistercian abbey of Raitenhaslach, Bavaria (founded 1143, suppressed in 1803); the Benedictine abbey of Seitenstetten, Lower Austria (founded 1112, still functioning)",former owner,,,organization;organization;organization,St Peter's Archabbey Salzburg;Raitenhaslach Cistercian Abbey;Seitenstetten Abbey,Q675735;Q1775833;Q385745,DSNAME513;DSNAME514;DSNAME515,Q1677;Q1678;Q1679
"According to a sixteenth-century Latin poem formerly pasted inside the manuscript’s upper cover, the volume was transferred in 1504 from the Benedictine abbey of St. Peter in Salzburg, to the Cistercian abbey of Raitenhaslach, Bavaria (founded 1143, suppressed in 1803); the Benedictine abbey of Seitenstetten, Lower Austria (founded 1112, still functioning);",former owner,,,organization;organization;organization,St Peter's Archabbey Salzburg;Raitenhaslach Cistercian Abbey;Seitenstetten Abbey,Q675735;Q1775833;Q385745,DSNAME513;DSNAME514;DSNAME515,Q1677;Q1678;Q1679
"Accursius, glossator",other,,,human,Accursius,Q339824,DSNAME721,Q1956
"Accursius, glossator, approximately 1182-approximately 1260",author,,http://viaf.org/viaf/102317020,human,Accursius,Q339824,DSNAME721,Q1956
Accursius of Parma,author,,,human,Accursius Parmensis,Q104884907,DSNAME3628,Q40073
"Achelley, Thomas",author,,,human,Thomas Achelley,Q18752831,DSNAME3629,Q40074
"Acland, Hugh, Sir",former owner,,,human,"Sir Hugh Acland, 6th Baronet",Q7527296,DSNAME2098,Q12906
"Acland, Peregrine, Sir, 1789-1831",former owner,,,human,"Sir Peregrine Fuller-Palmer-Acland, 2nd Baronet",Q40079731,DSNAME2099,Q12907
"Acquafredda (Monastery : Milan, Italy)",former owner,,,organization,Abbazia dell'Acquafredda,Q1774918,DSNAME5916,Q42608
Acquired by David Eugene Smith (1860-1944) in 1936,former owner,,,human,David Eugene Smith,Q1174369,DSNAME3104,Q27891
Acquired by David Eugene Smith (1860-1944) in 1936.,former owner,,,human,David Eugene Smith,Q1174369,DSNAME3104,Q27891
Acquired by David Eugene Smith (1860-1944) in Naples in 1938,former owner,,,human,David Eugene Smith,Q1174369,DSNAME3104,Q27891
Acquired by David Eugene Smith (1860-1944) in Naples in 1938.,former owner,,,human,David Eugene Smith,Q1174369,DSNAME3104,Q27891
"Acquired by Fordham University in August 2008 with the materials from Marymount College in Tarrytown, New York upon the closing of that school.",former owner,,,organization,"Marymount College, Tarrytown",Q4828090,DSNAME8648,Q100349
"Acquired by Karen Gould (1946-2012) from Goodspeed’s Bookshop, Boston, July 6, 1981; gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in his wife's memory",former owner,,,human;organization;human,Karen L. Gould;Goodspeed's Book Shop;Lewis L. Gould,Q6369801;Q114419595;Q112391468,DSNAME308;DSNAME305;DSNAME309,Q1125;Q1107;Q1126
"Acquired by Karen Gould (1946-2012) from Goodspeed’s Bookshop, Boston, July 6, 1981; gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in his wife's memory.",former owner,,,human;organization;human,Karen L. Gould;Goodspeed's Book Shop;Lewis L. Gould,Q6369801;Q114419595;Q112391468,DSNAME308;DSNAME305;DSNAME309,Q1125;Q1107;Q1126
"Acquired by Karen Gould (1946-2012) from Phillip Pirages, possibly his catalogue 24, November 1987; gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in his wife's memory",former owner,,,human;human;organization,Karen L. Gould;Lewis L. Gould;Phillip J. Pirages Fine Books & Manuscripts,Q6369801;Q112391468;Q116790542,DSNAME308;DSNAME309;DSNAME310,Q1125;Q1126;Q1127
"Acquired by Karen Gould (1946-2012) from Phillip Pirages, possibly his catalogue 24, November 1987; gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in his wife's memory.",former owner,,,human;human;organization,Karen L. Gould;Lewis L. Gould;Phillip J. Pirages Fine Books & Manuscripts,Q6369801;Q112391468;Q116790542,DSNAME308;DSNAME309;DSNAME310,Q1125;Q1126;Q1127
Acquired by Karen Gould Fund. Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2014 in his wife's memory,former owner,,,human;human,Karen L. Gould;Lewis L. Gould,Q6369801;Q112391468,DSNAME308;DSNAME309,Q1125;Q1126
Acquired by Karen Gould Fund. Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2014 in his wife's memory.,former owner,,,human;human,Karen L. Gould;Lewis L. Gould,Q6369801;Q112391468,DSNAME308;DSNAME309,Q1125;Q1126
"Acquired by Linda Ehrsam Voigts from Bernard M. Rosenthal in 1975, and given by her to the Karen Gould Collection of the Nelson-Atkins Museum of Art in 2012",former owner,,,human;human;human,Karen L. Gould;Linda Ehrsam Voigts;Bernard M. Rosenthal,Q6369801;Q66985346;Q94805275,DSNAME308;DSNAME312;DSNAME313,Q1125;Q1129;Q1130
"Acquired by Linda Ehrsam Voigts from Bernard M. Rosenthal in 1975, and given by her to the Karen Gould Collection of the Nelson-Atkins Museum of Art in 2012.",former owner,,,human;human;human,Karen L. Gould;Linda Ehrsam Voigts;Bernard M. Rosenthal,Q6369801;Q66985346;Q94805275,DSNAME308;DSNAME312;DSNAME313,Q1125;Q1129;Q1130
Acquired by Linda Ehrsam Voigts from Philip Pirages and given by her to the Karen Gould Collection of the Nelson-Atkins Museum of Art in 2012,former owner,,,human;human;organization,Karen L. Gould;Linda Ehrsam Voigts;Phillip J. Pirages Fine Books & Manuscripts,Q6369801;Q66985346;Q116790542,DSNAME308;DSNAME312;DSNAME310,Q1125;Q1129;Q1127
Acquired by Linda Ehrsam Voigts from Philip Pirages and given by her to the Karen Gould Collection of the Nelson-Atkins Museum of Art in 2012.,former owner,,,human;human;organization,Karen L. Gould;Linda Ehrsam Voigts;Phillip J. Pirages Fine Books & Manuscripts,Q6369801;Q66985346;Q116790542,DSNAME308;DSNAME312;DSNAME310,Q1125;Q1129;Q1127
Acquired by UC Davis Special Collections from Bernard Rosenthal (May 1982).,former owner,,,human,Bernard M. Rosenthal,Q94805275,DSNAME313,Q1130
"Acquired from Anderson Galleries, New York in March 1935.",former owner,,,organization,Anderson Galleries,Q72940895,DSNAME5488,Q41933
"Acquired from Dr. Erich Junkelmann of Munich, f. 1 in 1930, and f. 2 ca. 1930. Earlier (pre-1956?) call number: C[abinet] 28, F[older] 3",former owner,,,human,Erich Junkelmann,Q30104528,DSNAME708,Q1943
"Acquired from Dr. Erich Junkelmann of Munich, f. 1 in 1930, and f. 2 ca. 1930. Earlier (pre-1956?) call number: C[abinet] 28, F[older] 3.",former owner,,,human,Erich Junkelmann,Q30104528,DSNAME708,Q1943
"Acquired from Dr. Erich Junkelmann of Munich, f. 1 in 1930, and f. 2 ca. 1930. Earlier (pre-1956?) call number: Cabinet 28, Folder 3",former owner,,,human,Erich Junkelmann,Q30104528,DSNAME708,Q1943
"Acquired from Dr. Erich Junkelmann of Munich, f. 1 in 1930, and f. 2 ca. 1930. Earlier (pre-1956?) call number: Cabinet 28, Folder 3.",former owner,,,human,Erich Junkelmann,Q30104528,DSNAME708,Q1943
Acquired in 1989 from P. Pirages,former owner,,,organization,Phillip J. Pirages Fine Books & Manuscripts,Q116790542,DSNAME310,Q1127
Acquired in 1989 from P. Pirages.,former owner,,,organization,Phillip J. Pirages Fine Books & Manuscripts,Q116790542,DSNAME310,Q1127
Acquired in 1990 from P. Pirages,former owner,,,organization,Phillip J. Pirages Fine Books & Manuscripts,Q116790542,DSNAME310,Q1127
Acquired in 1990 from P. Pirages.,former owner,,,organization,Phillip J. Pirages Fine Books & Manuscripts,Q116790542,DSNAME310,Q1127
Acquired in 1991 from P. Pirages,former owner,,,organization,Phillip J. Pirages Fine Books & Manuscripts,Q116790542,DSNAME310,Q1127
Acquired in 1991 from P. Pirages.,former owner,,,organization,Phillip J. Pirages Fine Books & Manuscripts,Q116790542,DSNAME310,Q1127
Acquired in 2000 from H.P. Kraus,former owner,,,organization,H. P. Kraus (firm),Q113864096,DSNAME512,Q1676
Acquired in 2000 from H.P. Kraus.,former owner,,,organization,H. P. Kraus (firm),Q113864096,DSNAME512,Q1676
"Acquired prior to 1952, probably from Edward L. Stevenson (1858-1944)",former owner,,,human,Edward Luther Stevenson,Q52155622,DSNAME715,Q1950
"Acquired prior to 1952, probably from Edward L. Stevenson (1858-1944).",former owner,,,human,Edward Luther Stevenson,Q52155622,DSNAME715,Q1950
Acyutakr̥ṣṇānandatīrtha,author,,,human,Acyutakr̥ṣṇānandatīrtha,Q124252803,DSNAME3615,Q28399
Ada E. Moorhead Thomas,former owner,,,human,Ada E. Moorhead Thomas,Q122873223,DSNAME3050,Q20537
"Adam, magister",author,,,human,Adam Magister,Q116064221,DSNAME1493,Q7654
"Adam, magister, -1408",author,,,human,Adam Magister,Q116064221,DSNAME1493,Q7654
"Adam, of Buckfield, approximately 1220-approximately 1294",author,,http://viaf.org/viaf/1444148997586159870006,human,Adam of Bockenfield,Q2824030,DSNAME2802,Q20121
"Adam, of Eynsham, active 1196-1232",author,,http://id.loc.gov/authorities/names/n84145500,human,Adam of Eynsham,Q4680065,DSNAME3630,Q40075
"Adam de Wesalia, active 1456",scribe,,,human,Adam de Wesalia,Q131623237,DSNAME7208,Q67454
Adam of Aldersbach,author,,,human,Adam of Aldersbach,Q120484581,DSNAME5627,Q42100
Adam of Buckfield,author,,,human,Adam of Bockenfield,Q2824030,DSNAME2802,Q20121
Adam of Eynsham,author,,,human,Adam of Eynsham,Q4680065,DSNAME3630,Q40075
"Adams, J. C.",former owner,,,human,John Couch Adams,Q20015,DSNAME3631,Q40076
"Adamson, Emily",former owner,,,human,Emily Adamson,Q131623175,DSNAME7148,Q67394
"Adamson, Gordon",former owner,,,human,Gordon Adamson,Q27919811,DSNAME7301,Q67547
Adam Weinberger (active October 2023),former owner,,,organization,Adam Weinberger Rare Books,Q133839487,DSNAME8574,Q76703
"Adani, David ben Amram, active 13th century-14th century",author,"העדני, דוד בן עמרם active 13th century-14th century",,human,David ben Amram Adani,Q902744,DSNAME8380,Q75792
"Adapāzārī, ʻUthmān ibn Fatḥ Allāh, d. 1691",author,,,human,ʻUthmān ibn Fatḥ Allāh Adapāzārī,Q129951555,DSNAME6563,Q54194
"Adda, Gerolamo, marchese d', 1815-1881",former owner,,,human,Girolamo d'Adda,Q47468683,DSNAME8019,Q68629
"Addington, Samuel",former owner,,,human,Samuel Addington,Q122949061,DSNAME2107,Q12915
"Adhraʻī, Aḥmad ibn Ḥamdān, 1308 or 1309-1381 or 1382",author,اذرعي، احمد بن حمدان، 1308 or 1309-1381 or 1382,,human,Aḥmad ibn Ḥamdān Adhraʻī,Q22934770,DSNAME7869,Q68479
"Adhraʻī, Aḥmad ibn ḥamdān, d. 1381",author,,,human,Aḥmad ibn Ḥamdān Adhraʻī,Q22934770,DSNAME7869,Q68479
"Adīb Ṣābir, Ṣābir ibn Ismāʻīl, -1147",author,ادىب صابر، صابر بن اسماعىل، d. 1147,,human,Ṣābir ibn Ismāʻīl Adīb Ṣābir,Q129453474,DSNAME6379,Q49250
"Adimari, Lionardo di Paolo",former owner,,,human,Lionardo di Paolo Adimari,Q116235269,DSNAME1377,Q7318
"Aditya Bahadur Dinha, Mahārāja",former owner,,,human,Mahārāja Aditya Bahadur Dinha,Q114242454,DSNAME3485,Q28269
"Aditya Bahadur Dinha, Mahārāja",former owner,,,human,Mahārāja Aditya Bahadur Dinha,Q114242454,DSNAME3485,Q28269
Ādityācārya,author,,http://id.loc.gov/authorities/names/no91019346,human,Ādityācārya,Q124252973,DSNAME3538,Q28322
"Adler, Cyrus, 1863-1940",former owner,,,human,Cyrus Adler,Q3699936,DSNAME7299,Q67545
"Adler, Elkan Nathan, 1861-1946",author,,,human,Elkan Nathan Adler,Q1170731,DSNAME4140,Q40585
"Adler, Nathan Marcus, 1803-1890",author,,,human,Nathan Marcus Adler,Q78287,DSNAME6954,Q55363
"Adli Sümbülî, -1617",author,,,human,Adli Sümbülî,Q130374933,DSNAME6739,Q54720
Adolfus von Wien 14th cent,author,,,human,Adolf von Wien,Q364908,DSNAME3632,Q40077
Adolfus von Wien 14th cent.,author,,,human,Adolf von Wien,Q364908,DSNAME3632,Q40077
Adolph Sutro,former owner,,,human,Adolph Sutro,Q214461,DSNAME225,Q829
Adolph Sutro (1830-1898),former owner,,,human,Adolph Sutro,Q214461,DSNAME225,Q829
"Adranawī, Muḥammad ibn Ḥasan, -1461 or 1462",author,ادرنوي، محمد بن حسن، -1461 or 1462,,human,Muḥammad ibn Ḥasan Adranawī,Q129951590,DSNAME6588,Q54219
"Adranawī, Muḥammad Kāmī ibn Ibrāhīm, 1649 or 1650-1723 or 1724",author,,,human,Muḥammad Kāmī,Q124772546,DSNAME6993,Q63923
"Adret, Solomon ben Abraham, 1235-1310",author,,,human,Shlomo ben Aderet,Q982170,DSNAME8538,Q76653
"Adrian VI, Pope, 1459-1523",author,,,human,Adrian VI,Q57087,DSNAME1610,Q8101
"Adrian VI, Pope, 1459-1523",author,,http://id.loc.gov/authorities/names/n80020628,human,Adrian VI,Q57087,DSNAME1610,Q8101
"Adye, Willett L",former owner,,,human,Willett Lawrence Adye,Q124566703,DSNAME3633,Q40078
Aegidius Carlerii,author,,,human,Gilles Carlier,Q115217720,DSNAME3634,Q40079
Aegidius Columna (Aegidius Romanus),author,,,human,Giles of Rome,Q380647,DSNAME3635,Q40080
Aegidius de Fuscarariis,author,,,human,Egidio Foscarari,Q41569530,DSNAME723,Q1958
Aegidius of Paris (Aegidius Parisiensis),author,,,human,Gilles de Paris,Q5355,DSNAME3636,Q40081
Aegidius Romanus,author,,,human,Giles of Rome,Q380647,DSNAME3635,Q40080
Aelfric,author,,,human,Ælfric of Eynsham,Q271377,DSNAME386,Q1550
Ælfric,author,,,human,Ælfric of Eynsham,Q271377,DSNAME386,Q1550
"Aelfric, Abbot of Eynsham",author,,,human,Ælfric of Eynsham,Q271377,DSNAME386,Q1550
"Aelfric, Abbot of Eynsham.",author,,,human,Ælfric of Eynsham,Q271377,DSNAME386,Q1550
Aelfric Abbot of Eynsham,author,,,human,Ælfric of Eynsham,Q271377,DSNAME386,Q1550
Aelfric Abbot of Eynsham.,author,,,human,Ælfric of Eynsham,Q271377,DSNAME386,Q1550
Aelian 3rd cent,author,,,human,Aelian,Q313782,DSNAME3637,Q40082
Aelian 3rd cent.,author,,,human,Aelian,Q313782,DSNAME3637,Q40082
"Aelianus, Tacticus, active 2nd century",author,,,human,Aelianus Tacticus,Q380793,DSNAME3638,Q40083
Aelianus Tacitus,author,,,human,Aelianus Tacticus,Q380793,DSNAME3638,Q40083
Aelred of Rievaulx,author,,,human,Aelred of Rievaulx,Q380845,DSNAME3639,Q40084
"Aelred of Rievaulx, Saint 1110-1167",author,,,human,Aelred of Rievaulx,Q380845,DSNAME3639,Q40084
"Aelred of Rievaulx, Saint 1110-1167.",author,,,human,Aelred of Rievaulx,Q380845,DSNAME3639,Q40084
Aemilius Probus,author,,,human,Aemilius Probus,Q37740777,DSNAME3640,Q40085
Aeneas Silvius Piccolomini (Pius II),author,,,human,Pius II,Q101437,DSNAME281,Q894
Aesop,author,,,human,Aesop,Q43423,DSNAME3641,Q40086
Aesop.,author,,,human,Aesop,Q43423,DSNAME3641,Q40086
Aethelgifu,author,,,human,Æthelgifu,Q20056428,DSNAME2120,Q12927
"Afelatro, Petrus de, active 1486",scribe,,,human,Pietro d'Afeltro,Q106833324,DSNAME7311,Q67557
"Afendopolo, Caleb ben Elijah, 1464?-1525",author,"אפנדופולו, כלב בן אליהו, 1464?-1525",,human,Caleb Afendopolo,Q4209228,DSNAME8274,Q75687
"Afendopolo, Caleb ben Elijah, 1464?-1525",author,"אפנדופולו, כלב בן אליהו, 1464?־1525",,human,Caleb Afendopolo,Q4209228,DSNAME8274,Q75687
"Affaticati, Benedetto",former owner,,,human,Benedetto Affaticati,Q123274720,DSNAME2251,Q16554
A follower of the Masters of the Golden Fleece,artist,,,organization,Masters of the Golden Fleece,Q122872878,DSNAME2944,Q20258
"Africanus, Sextus Julius",author,,,human,Sextus Julius Africanus,Q317014,DSNAME3642,Q40087
"Africanus, Sextus Julius.",author,,,human,Sextus Julius Africanus,Q317014,DSNAME3642,Q40087
"a Fridenreich, Georgius Rudolpus",former owner,,,human,Georgius Rudolpus a Fridenreich,Q114242475,DSNAME2506,Q17715
"Aga Khan, Sadruddin, Prince, 1933-2003",former owner,,http://id.loc.gov/authorities/names/n78075292,human,Prince Sadruddin Aga Khan,Q123987,DSNAME185,Q458
"Aga Khan, Sadruddin, Prince, 1933-2003",former owner,,,human,Prince Sadruddin Aga Khan,Q123987,DSNAME185,Q458
"Agarius, Petrus",scribe,,,human,Petrus Agarius,Q116235295,DSNAME1578,Q8069
Āghā Faṣāḥat ʻAlī,former owner,آغا فصاحت على،,,human,Āghā Faṣāḥat ʻAlī,Q123581789,DSNAME2688,Q18735
"Aghā Raḍī al-Dīn, Muḥammad ibn al-Ḥasan, -1685",author,اغا رضي الدين، محمد بن الحسن، d. 1685,,human,Muḥammad ibn al-Ḥasan Aghā Raḍī al-Dīn,Q129453273,DSNAME6257,Q49128
"Agli, Pellegrino, 1440-1468",scribe,,,human,Pellegrino Agli,Q109875978,DSNAME2325,Q16626
"Agli, Pellegrino, 1440-1468?",scribe,,,human,Pellegrino Agli,Q109875978,DSNAME2325,Q16626
"Agnese, Battista, active 16th century",author,,http://id.loc.gov/authorities/names/n81089266,human,Battista Agnese,Q612967,DSNAME728,Q2838
"Agnese, Battista, active 16th century",author,,,human,Battista Agnese,Q612967,DSNAME728,Q2838
"Agnese, Battista 16th cent",author,,,human,Battista Agnese,Q612967,DSNAME728,Q2838
"Agnese, Battista 16th cent.",author,,,human,Battista Agnese,Q612967,DSNAME728,Q2838
Agniveśa,author,,http://id.loc.gov/authorities/names/n83064958,human,Agnivesa,Q2721950,DSNAME3595,Q28379
Agostino Dati,author,,,human,Agostino Dati,Q5659931,DSNAME3643,Q40088
Agostino della Scarperia,author,,,human,Agostino da Scarperia,Q3606836,DSNAME3644,Q40089
"Agostino della Scarperia, d. 1340",author,,,human,Agostino da Scarperia,Q3606836,DSNAME3644,Q40089
"Agostino della Scarperia, d. 1340.",author,,,human,Agostino da Scarperia,Q3606836,DSNAME3644,Q40089
Agostino della Scarperia.,author,,,human,Agostino da Scarperia,Q3606836,DSNAME3644,Q40089
Agostino Squara,other,,,human,Agostino Squara,Q117321169,DSNAME3645,Q40090
Agostino Staccoli,author,,,human,Agostino Staccoli,Q45535876,DSNAME1236,Q6115
"Agricola, Johann, 1494?-1566",author,,,human,Johannes Agricola,Q76554,DSNAME7302,Q67548
"Agricola, recipient of letter",other,,,human,Agricola,Q3606863,DSNAME404,Q1568
Aharon ben Shemei Yosef,scribe,,,human,Aharon ben Shemei Yosef,Q125930754,DSNAME5628,Q42101
Aharon ben Zachariah Friedenthal,former owner,,,human,Aharon ben Zachariah Friedenthal,Q125930755,DSNAME5629,Q42102
Aharon Daṿid (From Aram Tsovah),author,"אהרן דוד, מארם צובה",,human,"Aharon Daṿid, from Aram Tsovah",Q132798361,DSNAME8246,Q75659
Aharon Mosheh ben Tsevi Hirsh,author,"אהרן משה בן צבי הירש, מלבוב",,human,Aharon Mosheh ben Tsevi Hirsh,Q132752915,DSNAME8486,Q75897
"Ahi Ahmet Çelebi, -1523",author,,,human,Ahi Ahmet Çelebi,Q129453541,DSNAME6052,Q42744
"Ahi Hasan Çelebi, -1517 or 1518",author,آهي حسن چلبي,,human,Ahi Hasan Çelebi,Q130374925,DSNAME6727,Q54708
"Ahlī Shīrāzī, Muḥammad ibn Yūsuf, 1454-1535 or 1536",author,اهلى شىرازى، محمد بن ىوسف، 1454-1535 or 6,,human,Ahli Shirazi,Q6417609,DSNAME6057,Q42749
