record,recordLabel,roleLabel,nameString,nameLabel
https://catalog.digital-scriptorium.org/entity/Q31660,Aduḥkhanavamīvratakathā (DS7441),Former owner,Gaṇeśabhaṭṭa,
https://catalog.digital-scriptorium.org/entity/Q34204,Jñānabodhaprakaraṇa (DS8289),Scribe,Sadāśivendra Śauvayati,
https://catalog.digital-scriptorium.org/entity/Q34348,Ātharvaṇopaniṣad praśnabhāṣya (DS8337),Scribe,Vittalarāya Paitta Makara,
https://catalog.digital-scriptorium.org/entity/Q34348,Ātharvaṇopaniṣad praśnabhāṣya (DS8337),Former owner,Vaijanāthabhaṭṭa Sāmaka,
https://catalog.digital-scriptorium.org/entity/Q30610,Śivasahasranānmāvalistotra (DS7091),Scribe,Anantabhaṭṭa Jogalekara,
https://catalog.digital-scriptorium.org/entity/Q32416,Śatakatraya (DS7693),Scribe,Taradatta,
https://catalog.digital-scriptorium.org/entity/Q33226,Vṛttamuktāvalī (DS7963),Author,Vidvatkavi Mallāri,
https://catalog.digital-scriptorium.org/entity/Q29824,Tattvārthacintāmaṇi (DS6829),Author,Bālakṛṣṇa Vedavṛkṣa,
https://catalog.digital-scriptorium.org/entity/Q35611,Kaustubhānusārīprāyaścittaprayoga (DS8758),Scribe,Bhāskara Bhaṭṭa Dāḍekara,
https://catalog.digital-scriptorium.org/entity/Q35647,Anantapūjā (DS8770),Scribe,Bhāskara Dāḍekara,
https://catalog.digital-scriptorium.org/entity/Q37783,Kirātārjunīya (DS9482),Scribe,Sadāsadāśiva (Son of Vināyaka),
https://catalog.digital-scriptorium.org/entity/Q31312,Mathurāsāmānyalakṣaṇā (DS7325),Former owner,"Gāḍagila, Janārdanapanta Bhatu",
https://catalog.digital-scriptorium.org/entity/Q36112,Jātakālaṅkāra (DS8925),Scribe,"Ciṃcalakara, Śivarāma",
https://catalog.digital-scriptorium.org/entity/Q29683,R̥gveda (DS6782),Scribe,Bāhu Bhaṭṭa,
https://catalog.digital-scriptorium.org/entity/Q35110,Naiṣadīyaprakāśa sarga 8 (DS8591),Former owner,Viśvanāthabhaṭṭa Goḍisa (Son of Raghunāthabhaṭṭa),
https://catalog.digital-scriptorium.org/entity/Q31150,Ādityahṛdayastotra (DS7271),Scribe,Paraśurāma (son of Mahādeva Dāḍekara),
https://catalog.digital-scriptorium.org/entity/Q33490,Citradīpa (DS8051),Scribe,Janārdana Tāhmaṇakara,
https://catalog.digital-scriptorium.org/entity/Q34654,Baudhāyanamatānusārīsomabhakṣa (DS8439),Scribe,Sadāśiva (Son of Kāśinātha),
https://catalog.digital-scriptorium.org/entity/Q34654,Baudhāyanamatānusārīsomabhakṣa (DS8439),Author,Jagannātha Dīkṣita (Son of Yādava Dīkṣita),
https://catalog.digital-scriptorium.org/entity/Q33031,Śivadharmaśastra (DS7898),Former owner,Viṣṇu Datta,
https://catalog.digital-scriptorium.org/entity/Q33031,Śivadharmaśastra (DS7898),Scribe,Śrībhavāni Śaṃkara,
https://catalog.digital-scriptorium.org/entity/Q33502,Dhyānadīpa (DS8055),Scribe,Janārdana Tāhmaṇakara,
https://catalog.digital-scriptorium.org/entity/Q31744,Prayāgasnānavidhi (DS7469),Scribe,"Madhyenistale, Sarvottama (Son of Viśvanāthabhaṭṭa)",
https://catalog.digital-scriptorium.org/entity/Q29827,Sumukhatattvacandrikā (DS6830),Author,Jayakṛṣṇa Brahmamuni,
https://catalog.digital-scriptorium.org/entity/Q32890,Prakīrṇaka (DS7851),Author,"Bhāskarācārya, 1114-1185",
https://catalog.digital-scriptorium.org/entity/Q31927,Kālakācaryakathā (DS7530),Scribe,Mannisomā,
https://catalog.digital-scriptorium.org/entity/Q32257,Kṛtyamañjarī (DS7640),Author,Bāpūbhaṭṭa Kelakāra,
https://catalog.digital-scriptorium.org/entity/Q35404,Saṃtānagopālamantravidhi (DS8689),Scribe,Vināyaka Goḍabola (Son of Keśavabhaṭa Goḍabola),
https://catalog.digital-scriptorium.org/entity/Q32449,Śrutibodhaṭīkā (DS7704),Author,Maghava Jyotir,
https://catalog.digital-scriptorium.org/entity/Q30484,Vāstuśāntiprayoga (DS7049),Former owner,Nīlakaṇṭha Tanūja,
https://catalog.digital-scriptorium.org/entity/Q34621,Baudhāyanacarakasautrāmaṇīvyākhyā (DS8428),Scribe,Sadāśiva (Son of Kāśinātha),
https://catalog.digital-scriptorium.org/entity/Q35593,Kālanirṇaya (DS8752),Scribe,Viśvanātha (Son of Raghunātha),
https://catalog.digital-scriptorium.org/entity/Q36865,Saṃgrahavākyakṛti (DS9176),Scribe,Viṣṇu (Son of Vināyaka),
https://catalog.digital-scriptorium.org/entity/Q36946,Satpratipakṣarasya (DS9203),Scribe,Viṣṇu (Son of Viṇāyaka),
https://catalog.digital-scriptorium.org/entity/Q30439,Āśvalāyanaśrautasūtra pūrvaṣaṭkavṛtti (DS7034),Author,Nārayāṇa (Son of Narasiṁha),
https://catalog.digital-scriptorium.org/entity/Q34030,Vedāntaparibhāṣāṭīkā (DS8231),Author,Rāmakṛṣṇa Dīkṣita,
https://catalog.digital-scriptorium.org/entity/Q36289,Muhūrtamuktāvalī (DS8984),Author,Paramahaṃsa Vrājakācārya,
https://catalog.digital-scriptorium.org/entity/Q36331,Līlāvatī (DS8998),Author,"Bhāskarācārya, 1114-1185",
https://catalog.digital-scriptorium.org/entity/Q33235,Tarkabhāṣāprakāśa (DS7966),Scribe,Harajīta (Son of Rāmata),
https://catalog.digital-scriptorium.org/entity/Q35431,Kṛtyaratnāvalī (DS8698),Author,Rāmacandra (Son of Bālakṛsṇānada),
https://catalog.digital-scriptorium.org/entity/Q37678,Gurucaritra (DS9447),Author,Jagannāthacandra,
https://catalog.digital-scriptorium.org/entity/Q31855,Sarvatobhadracakra (DS7506),Scribe,"Nihmala, Viśvanātha Sauvajña",
https://catalog.digital-scriptorium.org/entity/Q34513,Bodhavai bhava (DS8392),Scribe,Siddheśvara Kāle,
https://catalog.digital-scriptorium.org/entity/Q34513,Bodhavai bhava (DS8392),Author,"Jagannāth, Svāmī",
https://catalog.digital-scriptorium.org/entity/Q33517,Ātmānanda (DS8060),Scribe,Janārdana Tāhmaṇakara,
https://catalog.digital-scriptorium.org/entity/Q34327,Jīvanmuktiviveka (DS8330),Scribe,Brahmānandābhidheyabhikṣu,
https://catalog.digital-scriptorium.org/entity/Q34702,Pavanapāvana (DS8455),Scribe,Bhāskara Bhaṭṭa Dāḍekara,
https://catalog.digital-scriptorium.org/entity/Q38086,Smṛtikaumudī (DS9583),Author,Cidambareśvaraśāstrin,
https://catalog.digital-scriptorium.org/entity/Q31513,Gaṅgāsahasranāman (DS7392),Scribe,"Dāḍekara, Bhāskara",
https://catalog.digital-scriptorium.org/entity/Q35698,Siddhāntakaumudī (DS8787),Scribe,"Nānāli, Dāmodāra Śāstrin",
https://catalog.digital-scriptorium.org/entity/Q32854,Yoginīdaśāntardaśaphala (DS7839),Scribe,Viṣṇudaṭṭa,
https://catalog.digital-scriptorium.org/entity/Q34717,Āśvalāyanopayogyādhāna prakaraṇa (DS8460),Former owner,Naulī Viṭhala,
https://catalog.digital-scriptorium.org/entity/Q37927,Trikālasaṃdhya (DS9530),Scribe,"Bākara, Vyaṅkateśa",
https://catalog.digital-scriptorium.org/entity/Q37357,Sūryāryā (DS9340),Scribe,Jāgeśvara,
https://catalog.digital-scriptorium.org/entity/Q37834,Ghaṭṭādhivāsanotsargaprayoga (DS9499),Scribe,"Āgāśa, Gaṇeśa",
https://catalog.digital-scriptorium.org/entity/Q35563,Tithinirṇaya (DS8742),Former owner,"Karva, Lakṣmaṇabhaṭṭa",
https://catalog.digital-scriptorium.org/entity/Q31747,Siddhāntakaumudī (DS7470),Scribe,"Maisūrakara, Viśvanātha",
https://catalog.digital-scriptorium.org/entity/Q30526,Aitareyabrāhmaṇa (DS7063),Former owner,Gaṅgārāma Bhaṭṭa,
https://catalog.digital-scriptorium.org/entity/Q35437,Manuṭīkā (DS8700),Author,Govindarāja (Son of Mādhava Bhaṭṭa),
https://catalog.digital-scriptorium.org/entity/Q30718,Kojāgarīkathā (DS7127),Scribe,Gosvala Vāsudevagaṇeśa,
https://catalog.digital-scriptorium.org/entity/Q33937,Nāṭakadīpa (DS8200),Scribe,Bhaguvāsara,
https://catalog.digital-scriptorium.org/entity/Q36013,Gaṇitanāmamālā (DS8892),Scribe,"Phaḍake, Śāmabhaṭṭa",
https://catalog.digital-scriptorium.org/entity/Q33910,Kūṭasthadīpa (DS8191),Former owner,Raṅganātha Marāṭhe (Son of Mayūreśvara),
https://catalog.digital-scriptorium.org/entity/Q34855,Laghunyāsa (DS8506),Scribe,Gaṅgādhara Gokhala (Son of Govinda Gokhala),
https://catalog.digital-scriptorium.org/entity/Q36358,Samāsasāṃkhyasūtravṛtti (DS9007),Scribe,Govinda Brahma,
https://catalog.digital-scriptorium.org/entity/Q33949,Bhūtaviveka (DS8204),Scribe,Bhaguvāsara,
https://catalog.digital-scriptorium.org/entity/Q33775,Br̥hadāraṇyakopaniṣad (DS8146),Scribe,Govinda Brahma (Son of Kaṇḍabhaṭṭa Brahma),
https://catalog.digital-scriptorium.org/entity/Q34633,Sāvitrādiprayoga (DS8432),Scribe,Sadāśiva (Son of Kāśinātha),
https://catalog.digital-scriptorium.org/entity/Q34633,Sāvitrādiprayoga (DS8432),Author,Keśavasvāmin,
https://catalog.digital-scriptorium.org/entity/Q35464,Manuṭīkā (DS8709),Author,Govindarāja (Son of Mādhava Bhaṭṭa),
https://catalog.digital-scriptorium.org/entity/Q31261,Prayāgamāhātmya (DS7308),Scribe,"Bhīkaṃbhaṭṭa, Mauni (son of Viśvanātha)",
https://catalog.digital-scriptorium.org/entity/Q31159,Janmāṣṭamīvratakathā (DS7274),Scribe,Bāla (son of Bhāskara Thiṭṭa),
https://catalog.digital-scriptorium.org/entity/Q32272,Āhnikācāratattva (DS7645),Former owner,Pūrnnānanda Śarmmaṇ,
https://catalog.digital-scriptorium.org/entity/Q32272,Āhnikācāratattva (DS7645),Scribe,Paradevata Ārya,
https://catalog.digital-scriptorium.org/entity/Q32578,Satsukhānubhava (DS7747),Author,Iccharamasvamin,
https://catalog.digital-scriptorium.org/entity/Q36184,Kautukalīlāvatī (DS8949),Author,"Bhāskarācārya, 1114-1185",
https://catalog.digital-scriptorium.org/entity/Q31468,Rāmastavarājastotramantra (DS7377),Author,Anandanatha Yogipravara,
https://catalog.digital-scriptorium.org/entity/Q30814,Adhyātmarāmāyaṇa kiṣkindhākāṇḍa (DS7159),Scribe,Raghunātha Jyotis,
https://catalog.digital-scriptorium.org/entity/Q31573,Śītalāstotra (DS7412),Former owner,Sahastrabudhi,
https://catalog.digital-scriptorium.org/entity/Q30553,Rudranyāsa (DS7072),Scribe,Sonabhaṭṭamoravaṇīkaravāghopanāmaka,
https://catalog.digital-scriptorium.org/entity/Q30553,Rudranyāsa (DS7072),Former owner,Sonabhaṭṭamoravaṇīkara,
https://catalog.digital-scriptorium.org/entity/Q30574,Gaṇapatyatharvaśīrṣa (DS7079),Scribe,"Maktuṇa, Cintāmaṇa",
https://catalog.digital-scriptorium.org/entity/Q31636,Śītalāstotra (DS7433),Scribe,Mādhava ( son of Kāṃhāṃnajīt),
https://catalog.digital-scriptorium.org/entity/Q33637,Śārīraprakaraṇasaṃkṣepaśārīraka (DS8100),Scribe,Haribhaṭṭaputra Bhāradvāja,
https://catalog.digital-scriptorium.org/entity/Q35575,Lakṣahomapaddhati (DS8746),Former owner,"Viṭhala, NaulI",
https://catalog.digital-scriptorium.org/entity/Q31216,Vyatīpātavrata (DS7293),Former owner,Puruṣottamadīkṣita,
https://catalog.digital-scriptorium.org/entity/Q32146,Dharmaśāstrasaṃgraha (DS7603),Scribe,Chiban Bhaṭ Vyāsa,
https://catalog.digital-scriptorium.org/entity/Q31126,Ādityahṛdayastotra (DS7263),Scribe,"Bākare, Nārāyaṇa",
https://catalog.digital-scriptorium.org/entity/Q33511,Viṣayānandaprakaraṇa (DS8058),Scribe,Janārdana Tāhmaṇakara,
https://catalog.digital-scriptorium.org/entity/Q31021,Kārtikamāhātmya (DS7228),Scribe,Vaikuṇṭadāsa,
https://catalog.digital-scriptorium.org/entity/Q32752,Vyadhikaraṇadharmavacchinnābhāva (DS7805),Scribe,"Ṭopara, Ajārāma",
https://catalog.digital-scriptorium.org/entity/Q33256,Vedāntāmṛta (DS7973),Author,Gopālendra Sarasvatī,
https://catalog.digital-scriptorium.org/entity/Q36820,Siddhāntamañjarīdīpikā (DS9161),Author,Śitikaṇṭhaśarma Dīkṣita,
https://catalog.digital-scriptorium.org/entity/Q30709,Ṛṣipañcamīpūjā (DS7124),Scribe,Rāmacadra Dāḍekara,
https://catalog.digital-scriptorium.org/entity/Q29989,Śrīviṣṇusahasranāmāvaliprārambhaḥ (DS6884),Scribe,Bhāskara Daḍekara,
https://catalog.digital-scriptorium.org/entity/Q35452,Manuṭīkā (DS8705),Author,Govindarāja (Son of Mādhava Bhaṭṭa),
https://catalog.digital-scriptorium.org/entity/Q34159,Jīvanmuktiviveka (DS8274),Scribe,Nārāyaṇa Sānā,
https://catalog.digital-scriptorium.org/entity/Q33472,Pratyaktattvaviveka (DS8045),Scribe,Janārdana Tāhmaṇakara,
https://catalog.digital-scriptorium.org/entity/Q34618,Baudhāyanavihārakārikā (DS8427),Scribe,Sadāśiva (Son of Kāśinātha),
https://catalog.digital-scriptorium.org/entity/Q29830,Paramātmavicāravijñānaśivapūjāprakaraṇa (DS6831),Author,Paramaśivāśrama,
https://catalog.digital-scriptorium.org/entity/Q34195,Adhikaraṇamālā (DS8286),Former owner,Cintāmaṇabhaṭṭa Guṇe,
https://catalog.digital-scriptorium.org/entity/Q34810,Utsarjana (DS8491),Scribe,Janādana Karbelakara (Son of Narāyaṇa),
https://catalog.digital-scriptorium.org/entity/Q29995,Durgāstotra (DS6886),Scribe,"Rāmacandra, son of Yādava",
https://catalog.digital-scriptorium.org/entity/Q33922,Brahmānanda (DS8195),Former owner,Raṅganātha Marāṭhe (Son of Mayūreśvara),
https://catalog.digital-scriptorium.org/entity/Q36115,Karmaprakāśikāvṛtti (DS8926),Author,Nārāyaṇa Sāmudrikā,
https://catalog.digital-scriptorium.org/entity/Q37501,Rāmamahimnastotra (DS9388),Author,Vijayācārya,
https://catalog.digital-scriptorium.org/entity/Q31708,Cāturmāsyaprayoga (DS7457),Scribe,"Upāsani, Satyabhāmā",
https://catalog.digital-scriptorium.org/entity/Q31708,Cāturmāsyaprayoga (DS7457),Former owner,"Śarmaṇa, Vyaṅkaṭeśa",
https://catalog.digital-scriptorium.org/entity/Q32791,Satpratipakṣa (DS7818),Former owner,Dhāmaṇakara,
https://catalog.digital-scriptorium.org/entity/Q31666,Śītalāṣṭakastotra (DS7443),Former owner,"Gāḍagila, Janārdanapanta Bhatu",
https://catalog.digital-scriptorium.org/entity/Q36121,Karmaprakāśikāvṛtti (DS8928),Author,Nārāyaṇa Sāmudrikā,
https://catalog.digital-scriptorium.org/entity/Q37312,Oṃkāramāhatmagitāsāramuktapadastotra (DS9325),Former owner,Nilorudra Prabhugupta,
https://catalog.digital-scriptorium.org/entity/Q35467,Manuṭīkā (DS8710),Author,Govindarāja (Son of Mādhava Bhaṭṭa),
https://catalog.digital-scriptorium.org/entity/Q34420,Śikṣābrahmavidābhṛgu (DS8361),Scribe,Gopālapantagokhala,
https://catalog.digital-scriptorium.org/entity/Q35179,Kirātārjunīya (DS8614),Scribe,Beḍekara Govindabhaṭṭa,
https://catalog.digital-scriptorium.org/entity/Q36880,Siddhāntamuktāvalī (DS9181),Scribe,"Sahasrabuddhi, Vyaṅkaṭeśa",
https://catalog.digital-scriptorium.org/entity/Q31735,Adhomukhajananaśānti (DS7466),Scribe,"Cipolākara, Jekyā",
https://catalog.digital-scriptorium.org/entity/Q33703,Sarvopaniṣad (DS8122),Scribe,Govinda Ḍhenkare (Son of Mahādeva Ḍhenkare),
https://catalog.digital-scriptorium.org/entity/Q32098,Saṃvarttapraṇīta (DS7587),Author,Saṃvarta,
https://catalog.digital-scriptorium.org/entity/Q32098,Saṃvarttapraṇīta (DS7587),Former owner,Sāmaganārāyaṇabhaṭṭa,
https://catalog.digital-scriptorium.org/entity/Q100434,Modus Confitendi; Modus confitendi optimus et compendiosus sive generalis confessio edita per reverendum in christo patrem et dominum andream hispanum; Sequuntur de confessione specialia quedam et... (DS26219),Former owner,"Gift of Joseph Hopkins to Fordham University,1961.",
https://catalog.digital-scriptorium.org/entity/Q100452,Philosophia Naturalis (DS26225),Former owner,"Initials, P. S., on Illustration 1 and on p. 1. Note on Flyleaf: Gift of Tho Addi Sammet M.D. in 1906.",
https://catalog.digital-scriptorium.org/entity/Q100461,Iliad (DS26228),Former owner,Purchased in Cairo in 1982 from the dealer Achmed el-Schaer on behalf of Fordham University by Prof. L. Koenen (University of Michigan) and Dr. Bruce Kraut (University of Georgia).,
https://catalog.digital-scriptorium.org/entity/Q100488,Sermons; Prayer (DS26237),Former owner,"On inside front cover: ""Graf v. Villers von Burges<?>, 1817"" in ink; ""London [Lauden?] 21535x"" in pencil; ""Douanes Paris Exposition"" on a faded round pink sticker. ""Memorandum from the Johnson Library"" note inside book.",
https://catalog.digital-scriptorium.org/entity/Q100488,Sermons; Prayer (DS26237),Associated agent,"Urban V, associated with",
https://catalog.digital-scriptorium.org/entity/Q100500,De Officiis (DS26241),Scribe,Albertus de Ponte Rubea,
https://catalog.digital-scriptorium.org/entity/Q100503,Gradual; Gradual (DS26242),Former owner,F. B. Popelman (written on inside leaf).,
https://catalog.digital-scriptorium.org/entity/Q100515,De Officiis; Marci Tulii ciceronis arpinatis consulisque romani ac oratoris maximi ad M.T.C. filium suum officiorum liber incipit.; Formula honestae vitae; Verses; Document? (DS26246),Scribe,Bernhardinus Zwingg,
https://catalog.digital-scriptorium.org/entity/Q100515,De Officiis; Marci Tulii ciceronis arpinatis consulisque romani ac oratoris maximi ad M.T.C. filium suum officiorum liber incipit.; Formula honestae vitae; Verses; Document? (DS26246),Associated agent,"Seneca, associated with",
https://catalog.digital-scriptorium.org/entity/Q100530,Untitled (DS26251),Associated agent,Bochetel,
https://catalog.digital-scriptorium.org/entity/Q100584,Deed (DS26269),Scribe,Jehan Tsioc,
https://catalog.digital-scriptorium.org/entity/Q100590,Commentary on the Qur'an (DS26271),Author,Djelal Al Din Mohammed Ibn Ahmed Al Mohally,
https://catalog.digital-scriptorium.org/entity/Q100614,Missal (DS26279),Former owner,-,
https://catalog.digital-scriptorium.org/entity/Q100614,Missal (DS26279),Former owner,"-, and a price in pounds (?). Acquired by Fordham University in August 2008 with the materials from Marymount College in Tarrytown, New York upon the closing of that school.",
https://catalog.digital-scriptorium.org/entity/Q1090,Document (DS256),Associated agent,"Maria, Russian slave",
https://catalog.digital-scriptorium.org/entity/Q100744,Inshā-i Harkarn (DS26312),Scribe,Shāh Asrār Allāh,
https://catalog.digital-scriptorium.org/entity/Q1006,"De corpore et sanguine Domini; Epistola Petri Damiani de die iudicii; Vita di S. Marcio; Italian sermons; Roman Catholic apologetic works by the praedicator of the Capuchins in Cesena, Bonaventura... (DS228)",Author,Mauro Verdoni,
https://catalog.digital-scriptorium.org/entity/Q1006,"De corpore et sanguine Domini; Epistola Petri Damiani de die iudicii; Vita di S. Marcio; Italian sermons; Roman Catholic apologetic works by the praedicator of the Capuchins in Cesena, Bonaventura... (DS228)",Author,Bonaventura Bertono,
https://catalog.digital-scriptorium.org/entity/Q100771,Office of the Dead; Confiteor (DS26318),Former owner,"Sather, Eugene E. (Eugene Earl), 1924-1986",
https://catalog.digital-scriptorium.org/entity/Q100983,Maʿrifet-nāme (DS26342),Scribe,Muṣṭafá ibn Meḥmed,
https://catalog.digital-scriptorium.org/entity/Q101007,Qurʼan (DS26350),Former owner,"Cartwright, Janet",
https://catalog.digital-scriptorium.org/entity/Q101446,ḥāshiyah ʻalá tafsīr Sūrat al-Fātiḥah (DS26457),Author,"Jarmakī, Abū Bakr ibn al-Ṭāhir, 18th cent",
https://catalog.digital-scriptorium.org/entity/Q101473,Majmūʻah kayyis (DS26466),Scribe,"Ibn Khazraj, ʻAbd al-Raḥmān ibn Muḥammad, active 12th century",
https://catalog.digital-scriptorium.org/entity/Q101479,Kitāb Jāmiʻ khawāṣṣ al-Qurʼān wa-al-dhakhīrah al-muqill li-nawāʼib al-zamān ... [etc (DS26468),Scribe,"Jarmī, Yūnus ibn ʻAlī, active 18th century",
https://catalog.digital-scriptorium.org/entity/Q101485,Majmūʻat rasāyil lil-Ḥāfiẓ al-Suyūṭī (DS26470),Scribe,"ʻAjamī, ʻAbd al-Ghaffār ibn Jamāl al-Dīn, active 16th century",
https://catalog.digital-scriptorium.org/entity/Q101488,Kitāb al-Hayʼah al-sanīyah fī al-hayʼah al-sunnīyah ... [etc (DS26471),Scribe,"ʻAbāy, ʻAbd Allāh ibn ʻĪsá, active 19th century",
https://catalog.digital-scriptorium.org/entity/Q101494,al-Iʻlām bi-mā yajūzu akhdhuhu lil-imām ... [etc (DS26473),Scribe,"Jazīrī, Muḥammad ibn Muḥammad, active 18th century",
https://catalog.digital-scriptorium.org/entity/Q101494,al-Iʻlām bi-mā yajūzu akhdhuhu lil-imām ... [etc (DS26473),Scribe,"Shāfiʻī, Muḥammad ibn Shāhīn, active 17th century",
https://catalog.digital-scriptorium.org/entity/Q101494,al-Iʻlām bi-mā yajūzu akhdhuhu lil-imām ... [etc (DS26473),Scribe,"ʻUjaymī, Ḥusayn ibn ʻAlī, active 17th century",
https://catalog.digital-scriptorium.org/entity/Q101503,al-Tuḥfah al-qudsīyah fī aḥkām qirāʼat al-Qurʼān wa-kitābatihi bi-al-Fārisīyah wa-mā yataʻallaqu bi-hā min bāqī al-aḥkām ... [etc (DS26476),Scribe,"Damurdāshī, Muḥammad Wafā, active 19th century",
https://catalog.digital-scriptorium.org/entity/Q101614,Anhār al-jinān min yanābīʻ āyāt al-Qurʼān (DS26513),Author,"Çeteci Pasa, ʻAbd Allāh ibn Ibrāhīm, d. 1760",
https://catalog.digital-scriptorium.org/entity/Q101641,al-Rawḍ al-azʹhar fīmā taḍammanathu Sūrat al-Kawthar min wujūh al-balāghah wa-funūn al-faṣāḥah wa-al-barāʻah (DS26522),Author,"Naqāwusī, Aḥmad ibn Saʻīd, 14th cent",
https://catalog.digital-scriptorium.org/entity/Q101662,Mubriz al-maʻānī fī sharḥ Qaṣīdah ḥirz al-amānī (DS26529),Author,"ʻImādī, Muḥammad ibn ʻUmar, 14th cent",
https://catalog.digital-scriptorium.org/entity/Q101698,Ḥāshiyah ʻalá Saʻdī al-Bayḍāwī / (DS26541),Scribe,"Sawārī, Sulaymān ibn Nūr Allāh, active 17th century",
https://catalog.digital-scriptorium.org/entity/Q101704,al-Sirāj al-munīr fī al-iʻānah ʻalá maʻrifat baʻḍ maʻānī kalām rabbinā al-ḥakīm al-khabīr (DS26543),Scribe,"Kinānī, Ibrāhīm ibn Muṣṭafá, active 19th century",
https://catalog.digital-scriptorium.org/entity/Q107256,Sharḥ Hidāyat al-ḥikmah (DS28252),Author,"Mawlānāʹzādah, Aḥmad ibn Maḥmūd, 14th cent",
https://catalog.digital-scriptorium.org/entity/Q107259,Sharḥ Hidāyat al-ḥikmah (DS28253),Author,"Mawlānāʹzādah, Aḥmad ibn Maḥmūd, 14th cent",
https://catalog.digital-scriptorium.org/entity/Q107262,Sharḥ Hidāyat al-ḥikmah (DS28254),Author,"Mawlānāʹzādah, Aḥmad ibn Maḥmūd, 14th cent",
https://catalog.digital-scriptorium.org/entity/Q107292,Ḥāshiyah ʻalá ḥāshiyat al-Lārī (DS28264),Author,"Shahrīzādah, Ibrāhīm al-Sīwāsī",
https://catalog.digital-scriptorium.org/entity/Q107319,Ḥāshiyah ʻalá ḥāshiyat al-Jurjānī (DS28273),Author,"ʻAjamī, Sinān al-Dīn Yūsuf, d. 1516",
https://catalog.digital-scriptorium.org/entity/Q107322,Ḥāshiyah ʻalá ḥāshiyat al-Jurjānī (DS28274),Author,"ʻAjamī, Sinān al-Dīn Yūsuf, d. 1516",
https://catalog.digital-scriptorium.org/entity/Q107340,Sharḥ al-Hidāyah (DS28280),Author,"Mawlānāʹzādah, Aḥmad ibn Maḥmūd, 14th cent",
https://catalog.digital-scriptorium.org/entity/Q107472,Sharḥ al-Fawāyid ... [etc. (DS28324),Scribe,"Simnānī, Mūsá Ḥājjī Muḥammad, active 19th century",
https://catalog.digital-scriptorium.org/entity/Q107472,Sharḥ al-Fawāyid ... [etc. (DS28324),Scribe,"Najjār, Jawwād ibn Qāsim, active 19th century",
https://catalog.digital-scriptorium.org/entity/Q107475,al-Mujallad al-awwal min Kitāb Daqāʾiq al-ḥaqāʾiq / (DS28325),Former owner,"Maḥmūd al-Ustādār, d. 1396 or 7",
https://catalog.digital-scriptorium.org/entity/Q107526,Kitāb Jamharat ashʻār al-ʻArab fī al-Jāhilīyah wa-al-Islām / (DS28342),Scribe,"Ḥawshī, ʻAbd Allāh ibn Ṣāliḥ, active 18th century",
https://catalog.digital-scriptorium.org/entity/Q107532,al-Qaṣīdah al-Shuqrāṭisīyah (DS28344),Scribe,"Mālikī, ʻUthmān, active 14th century",
https://catalog.digital-scriptorium.org/entity/Q107544,Takhmīs al-Burdah (DS28348),Author,"Muḥammad ibn Ibrāhīm, 16th cent",
https://catalog.digital-scriptorium.org/entity/Q107547,Takhmīs al-Burdah (DS28349),Author,"Qaṣabī, Muḥammad ʻUmar",
https://catalog.digital-scriptorium.org/entity/Q107610,Maryam al-Bikr dhāt kull sanāʾ (DS28370),Author,"Rāḥib al-Lubnānī, fl. 1760-1812",
https://catalog.digital-scriptorium.org/entity/Q107622,Riyāḍ al-nayyirayn fī ʻamal al-kusūfayn min ṭarīq al-lumʻah / (DS28374),Scribe,"Abrāshī, Muḥammad, active 19th century",
https://catalog.digital-scriptorium.org/entity/Q107646,Kitāb ʻIqd al-farāʼid fī-mā yataʻallaqu min naẓm al-fawāʼid / (DS28382),Author,"Khaṭīb, ʻAlāʼ al-Dīn ibn ʻAbd al-Bāqī, fl. 1595",
https://catalog.digital-scriptorium.org/entity/Q107649,Kitāb Tuḥfat al-fuqahāʼ nuẓima min al-Fawāʼid / (DS28383),Author,"Khaṭīb, ʻAlāʼ al-Dīn ibn ʻAbd al-Bāqī, fl. 1595",
https://catalog.digital-scriptorium.org/entity/Q107763,Rawḥ al-rūḥ fīmā ḥadatha baʻda tamām al-tāsiʻah min al-fitan wa-al-futūḥ (DS28421),Author,"Yamanī, ʻĪsá ibn Luṭf Allāh, 1578 or 9-1638",
https://catalog.digital-scriptorium.org/entity/Q107817,Sharḥ Bānat Suʻād (DS28439),Author,"Erzurūmī, Aḥmad ibn ʻUthmān, 18th cent",
https://catalog.digital-scriptorium.org/entity/Q107820,Sharḥ Bānat Suʻād (DS28440),Author,"Erzurūmī, Aḥmad ibn ʻUthmān, 18th cent",
https://catalog.digital-scriptorium.org/entity/Q107826,al-Isʻād bi-sharḥ Taʼnīs al-fuʼād bi-takhmīs Bānat Suʻād (DS28442),Author,"Tāfilātī, Muḥammad ibn Muḥammad, d. 1777",
https://catalog.digital-scriptorium.org/entity/Q107829,Sharḥ al-Qaṣīdah al-Ṭanṭarānīyah (DS28443),Author,"Uskudārī, Ibrāhīm Adham, 19th cent",
https://catalog.digital-scriptorium.org/entity/Q107883,Ladhdhat al-samʻ fī ṣifat al-damʻ ... [etc (DS28461),Scribe,"Kharrāṭ, Ismāʻīl ibn Abī Bakr, active 17th century",
https://catalog.digital-scriptorium.org/entity/Q107922,al-Qawāʼid fī naẓm al-ʻaqāʼid (DS28474),Author,"ḥanafī, Qāsim ibn ʻAbd Allāh, 15th cent",
